"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","CN_f","uslec_c","uslec_f","MNGN","depth","COVMAX","HTMAX","holdup","bd1","bd2","bd3","bd4","fc","WP","OC","dep","app_rate","app_eff","PLDKRT","DWRATE","DSRATE","koc","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf"
"4608",0.604,31.759,0.539,2.989,0.23,0.38,133.347,70.105,82.761,0.517,0.416,0.225,3.672,0.166,845.761,0.251,1.714,1.322,1.184,1.071,0.96,0.411,0.116,2.875,4.632,1.154,0.341,0.209,0.209,0.062,755.355,23.983,17.359,108.235,33.379,19.687,25.888,7.872,3.275,0.106,0.58,1.63,0.889,49.071,1.633,47.385,0.377,0.189,6.828,1.634
"4609",0.74,12.903,0.08,2.977,0.553,3.558,1652.211,70.264,86.982,0.373,0.919,0.189,119.21,0.4,578.204,0.111,1.252,1.371,1.531,1.35,1.285,0.26,0.145,0.458,4.926,2.305,0.862,0.113,0.113,0.037,957.993,22.806,14.115,87.658,13.442,2.061,28.139,31.489,49.871,0.219,0.278,1.143,0.844,19.552,2.785,54.736,1.276,0.469,12.188,8.511
"4610",0.785,12.774,0.117,1.203,0.701,4.659,89.769,86.668,83.07,0.656,0.152,0.142,32.002,0.368,805.217,0.165,1.487,0.917,1.021,1.335,1.154,0.261,0.152,1.052,4.191,1.236,0.519,0.317,0.317,0.092,737.315,15.868,22.421,112.808,13.988,24.299,23.686,33.139,86.305,0.923,0.555,1.319,0.346,12.823,0.558,53.094,0.656,0.107,3.77,4.09
"4611",0.795,24.265,0.097,2.025,0.302,3.11,1293.803,61.813,86.086,0.361,0.674,0.066,24.476,0.071,644.838,0.245,1.353,1.171,1.383,1.245,1.541,0.283,0.113,3.923,2.327,1.937,0.251,0.469,0.469,0.026,757.454,17.089,13.93,49.283,25.557,24.054,31.774,24.596,79.593,0.249,0.416,1.115,0.762,25.395,0.35,32.023,1.078,0.82,3.922,9.249
"4612",0.63,12.584,0.222,4.707,0.952,1.912,4831.477,88.863,83.116,0.643,0.803,0.165,11.259,0.624,890.178,0.126,1.029,1.675,1.342,1.285,1.549,0.344,0.071,3.916,2.942,1.979,0.419,0.51,0.51,0.016,642.286,6.738,16.379,46.729,8.22,21.943,30.603,43.763,55.971,0.466,0.691,1.177,0.613,38.866,2.388,32.123,0.285,0.341,1.978,8.636
"4613",0.748,30.452,0.573,1.261,0.851,3.226,4289.053,75.845,85.322,0.6,0.213,0.131,86.704,0.687,541.138,0.176,1.523,1.289,1.159,1.485,1.483,0.291,0.177,1.728,3.523,1.355,0.245,0.143,0.143,0.091,724.582,5.098,16.643,29.553,34.933,17.617,40.482,0.248,79.397,0.826,0.299,1.138,0.331,53.931,3.297,11.949,0.945,0.635,0.883,7.039
"4614",0.686,27.636,0.308,1.685,0.599,1.025,2802.275,90.102,85.155,0.62,0.341,0.468,97.023,0.62,819.512,0.26,1.115,1.252,0.868,1.694,1.677,0.257,0.068,1.346,1.882,2.698,0.652,0.133,0.133,0.08,641.535,5.418,31.139,76.639,13.707,23.038,38.259,18.381,9.254,0.932,0.64,1.406,0.76,1.851,1.519,31.667,0.016,0.237,9.305,1.351
"4615",0.713,15.999,0.48,1.35,0.639,1.353,2441.756,71.332,83.24,0.189,0.798,0.154,62.663,0.334,778.848,0.182,1.373,1.337,1.307,1.321,1.043,0.406,0.121,1.34,2.533,0.439,0.337,0.479,0.479,0.019,772.619,9.164,22.782,114.856,15.977,20.417,32.188,20.891,80.744,0.038,0.182,1.312,0.829,47.544,1.498,33.645,0.181,0.232,9.232,5.756
"4616",0.788,32.791,0.513,1.169,0.739,0.392,1049.457,66.784,87.387,0.897,0.502,0.145,24.267,0.087,564.828,0.196,1.337,1.399,1.258,1.017,1.448,0.321,0.233,1.439,2.339,2.524,0.269,0.458,0.458,0.036,625.074,30.741,8.803,70.646,28.342,9.942,9.587,14.78,20.15,0.883,0.442,1.055,0.254,21.163,0.174,61.574,1.464,0.094,9.045,3.3
"4617",0.736,10.382,0.379,2.625,0.788,2.355,3406.667,77.294,86.945,0.916,0.712,0.319,29.462,0.485,738.656,0.242,1.654,1.363,1.105,1.174,1.267,0.321,0.189,0.643,0.984,0.943,0.377,0.171,0.171,0.016,705.582,11.022,21.073,144.84,19.276,20.127,38.353,43.317,20.296,0.513,0.45,0.957,0.457,42.273,1.859,41.57,1.491,0.675,6.103,0.124
"4618",0.729,17.709,0.362,3.057,0.893,3.2,3468.463,80.547,84.428,0.345,0.529,0.424,57.75,0.059,739.363,0.21,1.37,0.875,1.504,1.243,1.412,0.336,0.188,0.204,0.298,2.101,0.194,0.362,0.362,0.09,978.947,28.549,34.276,21.829,12.144,17.147,14.309,24.298,77.597,0.663,0.397,1.648,0.93,55.806,3.112,38.912,1.075,0.202,14.254,4.312
"4619",0.697,30.208,0.375,3.283,0.43,1.825,2546.316,66.841,83.606,0.672,0.524,0.171,131.469,0.581,798.866,0.205,1.22,1.304,1.355,1.157,1.738,0.391,0.236,2.843,5.597,0.642,0.678,0.568,0.568,0.084,767.567,30.329,31.629,66.939,20.997,22.063,8.237,38.044,29.351,0.071,0.443,1.308,0.466,43.856,2.165,57.573,0.077,0.849,4.005,2.064
"4620",0.653,31.085,0.421,3.22,0.879,2.175,408.231,69.962,86.269,0.058,0.078,0.335,1.725,0.217,565.69,0.234,1.468,1.019,1.097,1.601,1.582,0.371,0.054,0.262,3.423,0.532,0.279,0.169,0.169,0.089,777.549,10.843,11.302,131.395,31.241,7.519,29.072,16.305,57.913,0.2,0.132,1.494,0.599,31.817,2.013,14.297,1.428,0.514,8.834,6.691
"4621",0.671,33.812,0.124,1.444,0.576,1.718,4592.429,68.676,82.055,0.781,0.653,0.421,6.027,0.469,596.279,0.243,1.298,1.021,0.925,1.018,1.441,0.284,0.223,2.555,4.714,2.906,0.577,0.143,0.143,0.061,766.046,7.246,13.354,38.879,32.527,3.559,25.013,9.03,7.621,0.856,0.103,1.704,0.344,29.06,0.898,19.849,0.703,0.835,7.453,6.388
"4622",0.698,31.629,0.43,3.104,0.592,2.194,1046.932,72.948,86.775,0.259,0.628,0.378,25.86,0.069,590.935,0.144,1.136,1.616,1.474,1.071,1.286,0.265,0.15,1.799,4.854,1.083,0.467,0.61,0.61,0.078,952.217,13.61,10.541,83.718,11.044,22.801,20.745,43.523,11.788,0.778,0.221,0.871,0.38,29.269,1.435,11.503,1.437,0.64,9.398,4.169
"4623",0.78,25.866,0.535,1.217,0.895,4.522,1132.893,62.223,84.885,0.724,0.602,0.166,79.004,0.988,783.638,0.146,1.295,1.095,1.331,1.587,1.507,0.341,0.115,3.339,3.869,1.959,0.952,0.627,0.627,0.084,831.293,25.035,30.2,59.361,17.707,19.238,26.401,28.615,85.123,0.729,0.407,1.577,0.938,36.133,4.609,72.887,0.614,0.759,11.944,0.952
"4624",0.752,16.672,0.082,4.935,0.506,2.862,1667.095,66.956,82.958,0.519,0.677,0.115,35.104,0.867,827.857,0.182,1.406,1.503,1.645,1.513,1.591,0.336,0.218,3.318,1.297,0.418,0.815,0.301,0.301,0.064,891.798,17.721,8.012,42.967,26.67,0.446,37.99,28.155,6.791,0.568,0.26,1.661,0.157,21.324,2.875,59.766,0.606,0.954,10.024,2.284
"4625",0.658,24.919,0.317,1.172,0.903,0.768,563.087,68.654,85.069,0.088,0.938,0.275,99.921,0.2,708.26,0.162,1.582,0.902,0.901,1.03,1.207,0.368,0.053,1.789,5.921,2.427,0.186,0.25,0.25,0.09,973.458,30.254,16.904,13.926,15.23,3.498,42.522,40.504,30.551,0.549,0.136,1.354,0.373,8.967,1.245,25.52,0.302,0.305,14.878,9.878
"4626",0.696,21.612,0.403,3.55,0.504,2.014,282.738,84.643,86.134,0.705,0.658,0.303,49.576,0.711,862.614,0.271,0.979,1.565,1.675,1.101,1.647,0.358,0.069,1.028,1.873,0.337,0.133,0.568,0.568,0.058,687.758,21.523,11.643,114.192,30.045,9.832,17.892,21.243,68.1,0.496,0.299,1.673,0.562,55.752,4.758,2.209,0.418,0.99,6.313,1.234
"4627",0.726,20.886,0.263,3.95,0.661,0.915,3921.424,71.637,82.893,0.926,0.053,0.393,47.63,0.612,510.787,0.29,1.531,0.893,1.725,1.015,1.389,0.348,0.144,1.538,0.475,2.89,0.597,0.234,0.234,0.069,801.973,6.144,31.655,133.539,27.291,24.37,10.822,48.264,51.135,0.583,0.12,1.258,0.346,41.374,4.485,38.015,0.604,0.031,11.975,4.797
"4628",0.736,19.179,0.253,2.197,0.37,2.435,1643.875,90.351,84.157,0.614,0.858,0.184,130.856,0.486,839.574,0.23,0.957,1.655,0.902,1.35,1.431,0.323,0.226,0.685,2.48,0.343,0.87,0.344,0.344,0.018,864.367,31.983,14.861,106.116,15.31,9.859,21.544,49.125,37.04,0.287,0.593,1.476,0.037,30.7,2.686,46.111,0.691,0.209,14.435,9.651
"4629",0.762,16.581,0.188,0.205,0.898,4.376,2369.64,65.09,83.728,0.73,0.531,0.433,131.975,0.922,636.985,0.299,0.931,1.319,1.549,1.67,1.237,0.415,0.191,1.329,2.99,1.135,0.165,0.47,0.47,0.056,697.366,11.254,32.467,104.793,18.654,21.939,23.659,42.701,35.991,0.026,0.794,1.437,0.342,37.754,4.642,79.578,1.34,0.069,6.783,2.01
"4630",0.703,33.646,0.275,0.319,0.928,2.945,3904.847,81.514,84.41,0.302,0.545,0.076,52.422,0.711,826.664,0.283,0.923,0.972,1.407,1.754,1.183,0.277,0.196,1.137,4.755,2.96,0.881,0.571,0.571,0.036,627.43,6.097,21.577,127.709,7.208,8.397,6.338,27.07,35.204,0.535,0.728,1.319,0.859,28.674,0.493,18.447,1.236,0.29,12.754,5.282
"4631",0.733,30.664,0.092,1.655,0.612,1.276,4209.882,81.933,82.124,0.385,0.183,0.132,108.752,0.84,628.737,0.232,1.241,1.11,1.003,1.406,1.115,0.321,0.191,1.561,0.526,2.127,0.784,0.634,0.634,0.037,877.189,20.466,33.012,37.079,17.851,10.699,6.403,9.118,1.198,0.27,0.188,1.15,0.327,13.658,4.067,79.067,1.394,0.414,13.045,0.115
"4632",0.694,32.242,0.418,3.645,0.551,0.452,2861.083,85.418,84.306,0.949,0.977,0.192,49.829,0.734,834.553,0.261,1.489,1.697,1.28,1.637,1.719,0.266,0.077,0.084,2.175,1.145,0.845,0.648,0.648,0.064,806.913,25.154,32.966,91.618,21.856,6.963,43.01,11.37,75.726,0.777,0.643,0.878,0.313,2.627,3.371,11.312,0.283,0.047,0.175,1.586
"4633",0.749,16.505,0.385,1.955,0.989,4.942,1858.382,77.12,85.633,0.223,0.722,0.314,89.667,0.465,863.955,0.119,1.501,1.417,1.195,1.118,1.211,0.313,0.101,0.094,5.009,2.861,0.673,0.472,0.472,0.058,838.321,15.37,10.663,31.416,5.483,20.379,30.355,11.116,39.936,0.057,0.618,0.869,0.247,5.001,4.05,16.2,0.133,0.459,0.437,6.329
"4634",0.617,20.784,0.3,0.137,0.216,0.987,1077.013,78.515,85.912,0.018,0.121,0.455,21.343,0.608,599.24,0.172,1.349,1.033,1.166,1.481,1.667,0.313,0.098,1.699,4.431,0.408,0.792,0.344,0.344,0.014,644,29.965,25.08,28.777,13.137,13.541,22.922,49.386,8.037,0.906,0.129,1.382,0.307,44.388,4.518,69.085,1.211,0.759,14.489,1.683
"4635",0.633,13.166,0.53,2.946,0.163,0.077,3014.41,70.169,85.953,0.968,0.09,0.437,53.94,0.244,838.179,0.118,1.165,1.17,1.484,1.736,0.96,0.349,0.189,3.315,2.857,2.561,0.85,0.373,0.373,0.022,690.596,9.956,19.444,136.861,8.289,13.238,41.209,7.805,80.049,0.891,0.184,1.203,0.018,12.661,2.642,40.249,0.868,0.987,11.005,2.584
"4636",0.709,22.878,0.279,1.87,0.205,4.076,4945.997,66.574,82.028,0.302,0.358,0.236,57.722,0.716,632.818,0.157,1.112,1.732,1.375,1.147,1.426,0.312,0.238,1.896,4.003,2.121,0.665,0.422,0.422,0.079,826.985,17.871,14.67,58.472,10.643,16.014,27.448,19.697,18.824,0.491,0.775,1.333,0.749,32.234,4.732,26.059,0.103,0.138,0.782,8.802
"4637",0.674,17.857,0.13,4.845,0.217,0.603,1342.971,80.422,85.843,0.113,0.561,0.069,121.607,0.463,690.294,0.2,0.92,1.454,1.054,1.202,1.515,0.314,0.184,2.608,1.442,0.374,0.719,0.176,0.176,0.048,717.291,34.459,16.603,58.338,28.701,14.607,30.775,44.286,32.617,0.93,0.715,1.046,0.919,10.273,4.449,40.54,0.033,0.05,9.761,5.547
"4638",0.725,21.112,0.079,4.196,0.473,1.194,3704.186,81.096,83.725,0.196,0.41,0.313,52.539,0.384,565.498,0.169,1.657,1.71,1.236,1.215,1.309,0.28,0.187,0.617,3.437,1.465,0.616,0.657,0.657,0.082,708.598,11.998,10.024,108.121,25.333,2.184,14.246,4.711,17.619,0.025,0.3,1.549,0.629,40.689,1.026,43.395,0.151,0.811,2.117,4.361
"4639",0.613,18.205,0.287,2.957,0.88,2.9,4882.854,61.997,87,0.694,0.207,0.409,38.141,0.896,862.92,0.116,1.349,0.893,1.037,1.226,0.992,0.401,0.182,1.427,0.951,0.478,0.353,0.635,0.635,0.017,660.72,27.759,23.465,120.869,16.729,14.724,43.864,33.836,9.317,0.758,0.481,1.453,0.331,22.442,3.995,41.41,0.493,0.204,7.2,5.645
"4640",0.784,26.874,0.268,2.732,0.171,0.074,570.568,84.648,85.738,0.806,0.3,0.173,71.822,0.357,704.531,0.144,1.231,0.998,1.724,0.922,1.34,0.382,0.188,3.707,2.487,0.766,0.151,0.434,0.434,0.097,775.061,33.767,33.03,135.828,29.322,16.269,38.102,35.145,17.047,0.457,0.463,1.48,0.263,57.217,4.273,0.41,0.613,0.883,6.33,3.66
"4641",0.612,22.589,0.304,3.345,0.524,0.196,104.171,65.248,86.398,0.377,0.426,0.141,102.374,0.891,736.56,0.299,0.918,0.892,1.297,1.29,1.421,0.284,0.104,0.257,4.34,2.789,0.441,0.649,0.649,0.032,853.074,8.334,9.603,50.644,12.247,17.6,35.37,4.271,20.967,0.139,0.734,1.103,0.036,22.276,2.159,13.072,0.848,0.188,2.3,7.289
"4642",0.671,19.351,0.505,4.829,0.518,4.058,3005.741,87.899,84.812,0.899,0.864,0.329,56.892,0.15,622.26,0.23,1.751,1.348,1.525,1.745,1.633,0.286,0.148,0.51,0.452,0.567,0.317,0.6,0.6,0.02,679.956,15.395,20.117,13.203,20.935,3.168,40.119,28.61,1.901,0.52,0.274,1.301,0.337,5.169,2.953,12.181,0.806,0.73,13.255,8.993
"4643",0.703,34.844,0.103,3.809,0.904,3.473,4404.844,85.923,85.768,0.254,0.372,0.345,10.272,0.584,563.945,0.248,1.105,0.866,1.675,1.658,0.862,0.378,0.146,2.853,4.115,0.707,0.865,0.378,0.378,0.011,896.141,13.852,11.316,38.241,29.682,19.501,36.46,8.499,71.469,0.374,0.377,1.043,0.559,28.485,1.391,28.209,0.28,0.378,1.733,8.724
"4644",0.763,31.729,0.252,0.237,0.186,1.558,3526.858,71.383,87.443,0.16,0.226,0.261,83.238,0.681,554.116,0.243,1.195,1.397,1.606,1.243,1.755,0.345,0.105,0.108,4.473,1.882,0.951,0.267,0.267,0.082,651.355,12.167,31.101,115.312,30.295,17.395,5.551,17.127,77.392,0.549,0.459,1.648,0.244,31.086,2.139,42.251,1.049,0.768,7.663,5.106
"4645",0.685,15.979,0.493,4.19,0.56,1.661,1991.703,88.149,84.838,0.207,0.689,0.414,3.856,0.622,866.448,0.177,1.387,1.364,1.134,1.325,1.356,0.422,0.148,0.026,1.936,0.435,0.301,0.438,0.438,0.02,963.924,24.402,24.459,118.635,6.12,3.985,12.974,42.631,11.832,0.599,0.345,1.544,0.185,12.127,3.739,63.431,0.416,0.229,8.122,7.712
"4646",0.734,19.601,0.337,2.56,0.936,0.968,4071.158,73.241,82.178,0.546,0.587,0.364,49.036,0.975,524.557,0.289,1.033,1.157,1.228,1.619,1.057,0.308,0.236,1.166,5.059,2.096,0.852,0.438,0.438,0.083,909.534,7.705,22.897,31.661,25.569,10.309,27.783,37.786,77.069,0.235,0.288,1.289,0.402,50.306,4.935,22.295,0.993,0.048,5.022,9.465
"4647",0.766,30.838,0.503,2.955,0.238,4.232,992.473,78.457,84.441,0.367,0.388,0.198,74.76,0.989,637.591,0.27,1.646,0.971,1.019,1.084,1.34,0.265,0.056,3.501,5.316,0.553,0.451,0.551,0.551,0.085,644.8,16.63,8.912,123.33,18.348,11.856,29.233,24.136,76.159,0.083,0.361,1.432,0.73,49.17,1.347,38.269,0.381,0.944,8.904,2.942
"4648",0.735,25.255,0.577,3.308,0.203,2.902,3701.049,75.787,85.572,0.279,0.935,0.4,102.275,0.623,667.492,0.246,1.365,1.479,1.205,1.54,1.423,0.413,0.169,3.953,5.76,0.248,0.376,0.208,0.208,0.096,608.564,12.22,24.328,145.365,17.678,21.103,19.603,38.514,40.615,0.012,0.208,1.149,0.745,27.886,0.866,74.719,1.163,0.243,0.776,8.119
"4649",0.761,16.527,0.218,2.677,0.497,3.875,3494.127,84.934,85.555,0.572,0.451,0.24,81.932,0.088,668.816,0.221,1.729,1.347,1.577,0.982,1.31,0.376,0.126,3.524,2.135,1.187,0.486,0.4,0.4,0.031,629.891,30.612,22.198,10.915,9.233,22.934,7.045,12.317,74.935,0.72,0.163,1.709,0.498,47.123,0.738,73.176,1.22,0.287,0.241,5.472
"4650",0.753,30.356,0.352,4.974,0.403,4.113,2055.036,73.161,84.242,0.26,0.949,0.239,50.873,0.35,595.41,0.199,1.331,1.268,0.979,1.331,1.063,0.38,0.124,2.359,3.549,1.664,0.922,0.136,0.136,0.099,853.772,21.989,13.392,19.476,17.238,23.131,33.696,31.009,26.75,0.208,0.253,1.466,0.59,52.929,3.249,74.682,0.027,0.779,8.416,3.45
"4651",0.739,28.744,0.645,1.212,0.486,4.338,4071.973,67.181,84.405,0.528,0.754,0.031,57.054,0.695,762.036,0.251,1.25,1.112,1.008,1.735,1.396,0.326,0.23,2.535,3.014,2.908,0.861,0.439,0.439,0.066,934.292,6.109,29.587,132.898,26.275,21.772,43.315,11.501,62.663,0.197,0.191,1.321,0.981,21.033,0.917,11.535,1.029,0.06,6.014,9.103
"4652",0.644,33.005,0.225,2.034,0.221,1.09,4401.677,86.358,85.701,0.743,0.837,0.233,6.755,0.069,716.741,0.1,1.474,1.236,1.731,1.445,1.271,0.253,0.222,0.284,0.368,1.194,0.567,0.25,0.25,0.052,942.678,29.108,24.586,99.055,20.975,16.748,21.497,41.354,1.52,0.551,0.4,1.064,0.954,11.794,0.574,24.194,0.498,0.528,8.52,6.722
"4653",0.739,34.273,0.332,2.429,0.472,4.781,685.381,62.97,84.867,0.9,0.377,0.178,84.302,0.491,699.161,0.175,0.863,1.633,1.54,1.237,0.866,0.348,0.085,2.011,5.983,0.524,0.396,0.534,0.534,0.093,604.61,31.782,29.769,68.604,20.061,8.837,10.345,8.672,82.831,0.073,0.193,1.423,0.528,57.802,4.142,12.547,1.219,0.842,14.803,6.496
"4654",0.634,21.353,0.106,1.164,0.212,4.336,3331.127,66.758,85.623,0.842,0.625,0.276,90.711,0.794,799.941,0.175,1.626,1.68,1.029,1.427,1.16,0.304,0.236,2.742,3.907,2.974,0.513,0.411,0.411,0.021,702.948,19.612,31.916,113.258,16.75,2.603,32.769,26.514,13.438,0.293,0.588,1.346,0.467,30.429,2.229,18.105,0.05,0.264,13.252,1.911
"4655",0.743,34.639,0.19,0.161,0.698,3.008,1085.087,84.248,83.083,0.569,0.7,0.061,10.681,0.114,642.112,0.187,1.277,1.743,1.752,1.137,1.462,0.379,0.071,3.188,4.04,2.216,0.705,0.562,0.562,0.058,875.504,13.647,33.103,86.519,30.385,4.739,9.266,18.464,44.069,0.779,0.437,1.557,0.655,29.15,3.645,25.727,1.145,0.564,14.041,8.53
"4656",0.7,21.991,0.133,1.874,0.13,2.039,661.497,66.248,85.102,0.874,0.699,0.196,60.064,0.613,849.302,0.217,0.936,1.497,1.745,0.99,1.235,0.257,0.133,2.632,3.467,2.459,0.536,0.321,0.321,0.015,960.689,25.577,18.973,58.092,23.055,14.248,16.425,28.437,9.646,0.542,0.403,1.323,0.766,46.228,1.343,12.16,0.885,0.822,3.974,8.459
"4657",0.604,20.138,0.146,3.541,0.159,2.625,3900.241,69.128,84.678,0.431,0.626,0.458,136.126,0.27,840.406,0.118,1.328,1.329,0.984,1.598,1.444,0.271,0.122,0.338,3.951,1.942,0.705,0.366,0.366,0.039,714.849,11.919,32.047,18.253,13.209,21.231,18.139,6.915,29.405,0.743,0.553,1.565,0.474,2.818,1.302,58.296,0.891,0.408,2.068,9.804
"4658",0.69,28.267,0.131,2.962,0.199,3.444,2440.691,70.351,82.653,0.363,0.711,0.42,66.398,0.24,888.888,0.149,1.412,1.181,1.196,1.321,1.027,0.414,0.133,2.723,2.504,2.317,0.374,0.149,0.149,0.055,997.081,18.041,7.061,58.432,19.218,24.48,28.681,48.095,82.277,0.577,0.361,0.935,0.629,52.965,0.762,34.494,0.521,0.727,8.056,9.503
"4659",0.621,14.619,0.259,0.254,0.66,2.954,3449.79,76.631,86.262,0.871,0.322,0.351,98.104,0.379,764.894,0.258,0.968,1.666,1.089,1.191,1.094,0.338,0.216,1.846,2.122,1.385,0.162,0.173,0.173,0.069,986.622,27.393,26.561,49.595,12.027,7.568,10.008,24.026,51.747,0.765,0.382,1.71,0.714,1.495,1.356,0.766,0.072,0.903,11.882,9.657
"4660",0.754,28.811,0.399,3.172,0.868,2.109,3543.808,90.617,83.076,0.904,0.873,0.04,139.63,0.192,881.033,0.261,0.928,1.585,1.521,1.634,0.999,0.339,0.129,3.15,4.987,1.301,0.927,0.206,0.206,0.045,649.227,33.988,18.574,72.291,34.395,19.296,39.954,1.722,77.102,0.756,0.468,1.4,0.451,25.67,1.346,47.542,1.229,0.26,3.657,3.278
"4661",0.778,17.737,0.433,2.188,0.401,0.715,1088.128,77.698,86.736,0.462,0.933,0.376,116.763,0.326,887.486,0.244,1.518,0.904,0.938,1.6,1.048,0.283,0.218,0.992,0.431,2.952,0.31,0.559,0.559,0.022,840.816,22.251,6.022,49.77,30.966,6.117,37.027,23.235,39.815,0.227,0.146,1.43,0.117,17.24,4.63,24.896,0.155,0.964,12.466,3.252
"4662",0.736,22.281,0.369,2.005,0.553,1.506,693.264,78.144,83.728,0.876,0.345,0.358,125.522,0.454,617.135,0.136,1.686,1.039,1.69,1.508,1.321,0.329,0.073,0.447,3.134,1.558,0.214,0.162,0.162,0.078,820.711,17.165,25.744,123.623,32.849,1.232,15.849,38.22,69.143,0.934,0.716,1.141,0.039,25.354,3.362,33.742,0.923,0.478,6.081,2.764
"4663",0.706,21.31,0.212,1.659,0.103,2.061,3146.471,81.141,86.79,0.568,0.158,0.268,10.18,0.758,885.577,0.112,1.673,1.542,0.98,1.183,1.742,0.359,0.075,0.549,0.324,2.701,0.285,0.302,0.302,0.086,759.182,23.596,7.113,119.933,17.268,15.337,43.016,28.369,63.78,0.478,0.563,1.395,0.677,3.621,0.206,72.709,1.442,0.896,4.819,0.656
"4664",0.646,20.653,0.249,0.098,0.101,1.707,954.3,64.495,83.686,0.147,0.725,0.397,13.65,0.019,553.983,0.293,1.142,1.51,1.452,0.986,1.562,0.259,0.179,3.092,0.759,1.639,0.677,0.193,0.193,0.015,859.395,17.092,27.445,31.389,21.459,5.712,37.51,4.325,2.717,0.95,0.66,0.881,0.706,40.969,0.635,78.029,0.605,0.433,6.407,4.295
"4665",0.765,23.363,0.491,3.868,0.225,2.328,2192.685,79.565,84.733,0.473,0.499,0.163,2.257,0.116,728.338,0.229,1.324,0.9,1.169,1.277,1.522,0.348,0.218,1.851,0.332,1.459,0.737,0.291,0.291,0.014,912.173,32.006,7.033,60.904,31.214,14.169,12.597,27.808,33.539,0.673,0.292,0.997,0.93,27.064,0.879,65.412,0.904,0.814,8.27,1.069
"4666",0.685,28.48,0.383,4.506,0.83,1.725,2944.931,82.16,84.076,0.723,0.739,0.314,7.755,0.739,665.459,0.248,1.279,0.958,1.561,1.336,1.259,0.322,0.125,0.898,3.355,2.537,0.891,0.623,0.623,0.082,718.854,5.597,14.392,129.668,24.682,22.654,11.931,40.759,15.342,0.104,0.149,1.443,0.031,12.567,3.554,20.945,1.358,0.282,9.602,5.173
"4667",0.6,31.032,0.537,2.057,0.564,4.826,2685.608,86.845,84.372,0.222,0.278,0.111,117.761,0.853,533.791,0.159,1.36,1.049,1.538,1.659,0.875,0.417,0.175,1.645,3.797,0.249,0.534,0.479,0.479,0.071,860.551,21.409,22.845,69.324,5.038,18.501,23.169,43.436,23.169,0.248,0.116,1.596,0.862,41.541,3.471,57.327,0.252,0.501,1.073,4.295
"4668",0.721,21.156,0.072,3.527,0.783,3.072,48.218,86.386,83.191,0.016,0.294,0.085,53.317,0.151,793.179,0.146,1.681,0.951,1.696,1.113,1.59,0.363,0.103,1.395,5.716,2.875,0.173,0.52,0.52,0.065,816.583,15.529,10.049,104.051,16.584,4.362,34.806,10.342,4.7,0.696,0.469,1.575,0.935,26.496,4.736,65.294,1.427,0.773,12.177,6.988
"4669",0.787,22.66,0.621,0.469,0.428,1.684,4701.483,79.21,84.784,0.517,0.35,0.143,15.5,0.561,746.052,0.245,1.045,1.634,1.718,0.909,1.086,0.305,0.174,0.165,3.845,2.419,0.561,0.626,0.626,0.044,677.581,11.857,5.795,44.204,21.91,3.206,7.953,46.198,80.382,0.863,0.705,1.568,0.273,51.055,3.632,53.732,1.466,0.104,14.431,0.817
"4670",0.606,33.673,0.395,4.192,0.33,4.727,3717.642,61.011,86.686,0.393,0.117,0.384,81.108,0.699,730.156,0.187,1.551,1.011,1.373,0.92,1.202,0.32,0.108,0.793,4.313,0.861,0.736,0.531,0.531,0.065,711.439,18.618,8.856,97.268,9.362,14.942,25.854,24.757,2.148,0.87,0.17,1.013,0.353,55.615,2.909,21.076,0.386,0.861,4.798,0.152
"4671",0.677,20.404,0.644,0.253,0.628,2.878,4430.707,61.002,83.604,0.237,0.688,0.159,3.213,0.985,585.637,0.138,1.43,1.646,1.627,0.939,1.614,0.275,0.183,1.95,5.117,1.948,0.387,0.363,0.363,0.086,794.612,14.999,31.433,63.662,7.467,23.164,7.275,14.329,26.529,0.22,0.242,1.375,0.761,47.258,4.828,43.055,0.205,0.112,0.418,0.191
"4672",0.613,34.159,0.313,3.689,0.78,2.314,3589.997,88.429,85.033,0.942,0.79,0.023,93.433,0.527,536.074,0.253,1.001,1.165,0.972,1.508,1.705,0.425,0.161,0.221,5.653,1.936,0.72,0.297,0.297,0.066,793.833,20.26,15.482,99.157,21.412,22.946,43.329,20.104,10.226,0.494,0.667,1.265,0.237,44.732,2.004,70.01,1.424,0.611,13.769,3.163
"4673",0.701,16.587,0.3,2.61,0.671,3.836,722.478,62.165,87.822,0.494,0.883,0.175,121.897,0.019,636.055,0.252,1.338,1.218,1.289,1.292,0.978,0.33,0.18,2.911,5.065,1.674,0.382,0.492,0.492,0.075,764.722,17.556,21.37,76.397,10.33,5.94,5.655,34.221,19.94,0.06,0.155,1.511,0.902,31.574,4.451,15.177,0.729,0.336,1.171,8.497
"4674",0.771,24.728,0.083,2.509,0.13,3.701,2571.421,78.282,82.094,0.865,0.487,0.336,79.417,0.055,646.851,0.145,0.873,1.688,1.643,1.227,1.534,0.293,0.062,1.19,4.593,2.212,0.176,0.302,0.302,0.025,912.674,12.661,34.695,86.426,33.056,10.656,36.578,46.015,55.095,0.699,0.187,1.618,0.61,48.169,2.727,4.258,0.854,0.056,13.398,3.035
